Sample_Name,Collection_Date,Lake,Layer,Accession_Number,subproject
NSE11JUN09.R2,6/11/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE12JUN09,6/12/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE13JUL07.R1,7/13/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE13JUL07.R2,7/13/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE13JUL09.R1,7/13/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE13JUL09.R2,7/13/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE15JUN09.R1,6/15/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE15JUN09.R2,6/15/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE15OCT07.R1,10/15/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE15OCT07.R2,10/15/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE16JUL07.R1,7/16/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE16JUL07.R2,7/16/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE17JUL09.R1,7/17/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE17JUL09.R2,7/17/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE17SEP07,9/17/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE19JUL07.R1,7/19/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE19JUL07.R2,7/19/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE19JUN07.R1,6/19/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE19JUN07.R2,6/19/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE21AUG07,8/21/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE21JUL09.R1,7/21/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE21JUL09.R2,7/21/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE22JUN07.R1,6/22/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE22JUN07.R2,6/22/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE22OCT07,10/22/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE23AUG07,8/23/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE23JUN09.R1,6/23/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE23JUN09.R2,6/23/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE25SEP07.R1,9/25/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE25SEP07.R2,9/25/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE26JUN09.R1,6/26/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE26JUN09.R2,6/26/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE27AUG07.R1,8/27/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE27AUG07.R2,8/27/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE27JUL09.R1,7/27/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE27JUL09.R2,7/27/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE27JUN07.R1,6/27/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE27JUN07.R2,6/27/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE29MAY09,5/29/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE30MAY07.R1,5/30/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE30MAY07.R2,5/30/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE30OCT07.R1,10/30/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE30OCT07.R2,10/30/2007,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE31JUL09.R1,7/31/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSE31JUL09.R2,7/31/2009,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
NSH01OCT07.R1,10/1/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH01OCT07.R2,10/1/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH02AUG09.R1,8/2/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH02AUG09.R2,8/2/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH02JUN09.R1,6/2/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH02JUN09.R2,6/2/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH03JUL07.R1,7/3/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH03JUL07.R2,7/3/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH05JUL07.R1,7/5/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH05JUL07.R2,7/5/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH05JUN09.R1,6/5/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH05JUN09.R2,6/5/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH06MAY09.R1,5/6/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH06MAY09.R2,5/6/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH07AUG07.R1,8/7/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH07AUG07.R2,8/7/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH07JUL09.R1,7/7/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH07JUL09.R2,7/7/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH07NOV07,11/7/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH08JUN07,6/8/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH08JUN09,6/8/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH09AUG07,8/9/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH10JUL09,7/10/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH10SEP07.R1,9/10/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH10SEP07.R2,9/10/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH11JUL07,7/11/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH11JUN07.R1,6/11/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH11JUN07.R2,6/11/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH12JUN09.R1,6/12/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH12JUN09.R2,6/12/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH13JUL07.R1,7/13/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH13JUL07.R2,7/13/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH13JUL09,7/13/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH15JUN09.R1,6/15/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH15JUN09.R2,6/15/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH15OCT07.R1,10/15/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH15OCT07.R2,10/15/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH16JUL07,7/16/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH17JUL09.R1,7/17/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH17JUL09.R2,7/17/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH17SEP07,9/17/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH19JUL07,7/19/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH19JUN07.R1,6/19/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH19JUN07.R2,6/19/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH19JUN09.R1,6/19/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH19JUN09.R2,6/19/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH21AUG07,8/21/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH21JUL09.R1,7/21/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH21JUL09.R2,7/21/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH22JUN07.R1,6/22/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH22JUN07.R2,6/22/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH22OCT07.R1,10/22/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH22OCT07.R2,10/22/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH23AUG07,8/23/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH23JUN09,6/23/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH24JUL09.R1,7/24/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH24JUL09.R2,7/24/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH25SEP07.R1,9/25/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH25SEP07.R2,9/25/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH26JUN09.R1,6/26/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH26JUN09.R2,6/26/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH27AUG07.R1,8/27/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH27AUG07.R2,8/27/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH27JUL09.R1,7/27/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH27JUL09.R2,7/27/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH27JUN07,6/27/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH29JUN09.R1,6/29/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH29JUN09.R2,6/29/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH29MAY07.R1,5/29/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH29MAY07.R2,5/29/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH29MAY09,5/29/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH30OCT07.R1,10/30/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH30OCT07.R2,10/30/2007,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH31JUL09.R1,7/31/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSH31JUL09.R2,7/31/2009,North Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
NSE23OCT08,10/23/2008,North Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE02AUG09,8/2/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH02AUG09,8/2/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE02JUN09,6/2/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH02JUN09,6/2/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE07JUL09,7/7/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH07JUL09,7/7/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE08JUN09,6/8/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH08JUN09,6/8/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE12AUG09,8/12/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH12AUG09,8/12/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE13JUL09,7/13/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH13JUL09,7/13/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE15JUN09,6/15/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH15JUN09,6/15/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE17AUG09,8/17/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE21JUL09,7/21/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH21JUL09,7/21/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE23JUN09,6/23/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH23JUN09,6/23/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE24AUG09,8/24/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH24AUG09,8/24/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE27JUL09.R1,7/27/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE27JUL09.R2,7/27/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH27JUL09,7/27/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE29JUN09,6/29/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH29JUN09,6/29/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE29MAY09,5/29/2009,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH29MAY09,5/29/2009,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSE01OCT07.R1,10/1/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE01OCT07.R2,10/1/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE03JUL07.R1,7/3/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE03JUL07.R2,7/3/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE03JUL08,7/3/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE04AUG08,8/4/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE04OCT08,10/4/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE05JUL07.R1,7/5/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE05JUL07.R2,7/5/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE05JUN08,6/5/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE07AUG07.R1,8/7/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE07AUG07.R2,8/7/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE07AUG08,8/7/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE07JUL08,7/7/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE07NOV07.R1,11/7/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE07NOV07.R2,11/7/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE09AUG07.R1,8/9/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE09AUG07.R2,8/9/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE09SEP08,9/9/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE10JUL08,7/10/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE10OCT08,10/10/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE11AUG08,8/11/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE11JUL07,7/11/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE13JUL07.R1,7/13/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE13JUL07.R2,7/13/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE14AUG08,8/14/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE14JUL08,7/14/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE15OCT07.R1,10/15/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE15OCT07.R2,10/15/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE16JUL07.R1,7/16/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE16JUL07.R2,7/16/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE17SEP07.R1,9/17/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE17SEP07.R2,9/17/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE18JUL08,7/18/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE19JUL07.R1,7/19/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE19JUL07.R2,7/19/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE19JUN07.R1,6/19/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE19JUN07.R2,6/19/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE19JUN07.R3,6/19/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE21AUG07.R1,8/21/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE21AUG07.R2,8/21/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE21AUG08,8/21/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE21JUL08,7/21/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE21SEP08,9/21/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE22JUN07.R1,6/22/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE22JUN07.R2,6/22/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE22OCT07,10/22/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE23AUG07.R1,8/23/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE23AUG07.R2,8/23/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE23MAY08,5/23/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE24JUL07.R1,7/24/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE24JUL07.R2,7/24/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE24SEP07.R1,9/24/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE24SEP07.R2,9/24/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE25JUN07,6/25/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE26AUG08,8/26/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE27AUG07,8/27/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE27JUN07.R1,6/27/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE27JUN07.R2,6/27/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE27SEP08,9/27/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE30APR08,4/30/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE30OCT07.R1,10/30/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE30OCT07.R2,10/30/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE31JUL07,7/31/2007,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSE31JUL08,7/31/2008,South Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
SSH01OCT07.R1,10/1/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH01OCT07.R2,10/1/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH03JUL07,7/3/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH03JUL08,7/3/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH04AUG08,8/4/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH04OCT08,10/4/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH05JUL07.R1,7/5/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH05JUL07.R2,7/5/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH06JUN07,6/6/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH07AUG07,8/7/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH07AUG08,8/7/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH07JUL08,7/7/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH07NOV07.R1,11/7/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH07NOV07.R2,11/7/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH09AUG07.R1,8/9/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH09AUG07.R2,8/9/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH09JUN08,6/9/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH09SEP08,9/9/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH10JUL08,7/10/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH10OCT08,10/10/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH10SEP07.R1,9/10/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH10SEP07.R2,9/10/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH11AUG08,8/11/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH11JUL07,7/11/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH13JUL07.R1,7/13/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH13JUL07.R2,7/13/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH14AUG08.R1,8/14/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH14JUL08.R2,7/14/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH14JUN07,6/14/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH15OCT07,10/15/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH16JUL07.R1,7/16/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH16JUL07.R2,7/16/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH17JUN08,6/17/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH18AUG08,8/18/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH18JUL08,7/18/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH19JUL07.R1,7/19/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH19JUL07.R2,7/19/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH19JUN07.R1,6/19/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH19JUN07.R2,6/19/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH21AUG07.R1,8/21/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH21AUG07.R2,8/21/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH21AUG08,8/21/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH21JUL08,7/21/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH21SEP08,9/21/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH22JUN07.R1,6/22/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH22JUN07.R2,6/22/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH22OCT07.R1,10/22/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH22OCT07.R2,10/22/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH23AUG07.R1,8/23/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH23AUG07.R2,8/23/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH23JUN08,6/23/2008,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
SSH24JUL07,7/24/2007,South Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
