Sample_Name,Collection_Date,Lake,Layer,Accession_Number,subproject
TBH18JUL07.R1,7/18/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH18JUL07.R2,7/18/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH18NOV07.R1,11/18/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH18NOV07.R2,11/18/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH19AUG08.R1,8/19/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH19AUG08.R2,8/19/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH19JUN07.R1,6/19/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH19JUN07.R2,6/19/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH19JUN08.R1,6/19/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH19JUN08.R2,6/19/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH19NOV05,11/19/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH20JUL05,7/20/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH20SEP05,9/20/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH20SEP08.R1,9/20/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH20SEP08.R2,9/20/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH21JUN07.R1,6/21/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH21JUN07.R2,6/21/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH21JUL09,7/21/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH22JUL08.R1,7/22/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH22JUL08.R2,7/22/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH22JUN05,6/22/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH22MAY08.R1,5/22/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH22MAY08.R2,5/22/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH22OCT07.R1,10/22/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH22OCT07.R2,10/22/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH23AUG07.R1,8/23/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH23AUG07.R2,8/23/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH23JUN09,6/23/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH24AUG05,8/24/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH24AUG09,8/24/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH24JUN08.R1,6/24/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH24JUN08.R2,6/24/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH24SEP07.R1,9/24/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH24SEP07.R2,9/24/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH25JUL07.R1,7/25/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH25JUL07.R2,7/25/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH25JUL08.R1,7/25/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH25JUL08.R2,7/25/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH25SEP05,9/25/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH26MAY08.R1,5/26/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH26MAY08.R2,5/26/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH27JUL05,7/27/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH27JUL07.R1,7/27/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH27JUL07.R2,7/27/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH27JUL09,7/27/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH27JUN07.R1,6/27/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH27JUN07.R2,6/27/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH29JUL08.R1,7/29/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH29JUL08.R2,7/29/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH29JUN05,6/29/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH29JUN07.R1,6/29/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH29JUN07.R2,6/29/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH29JUN09,6/29/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH29MAY09,5/29/2009,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH29OCT07.R1,10/29/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH29OCT07.R2,10/29/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH30AUG05,8/30/2005,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH31AUG08,8/31/2008,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH31JUL07.R1,7/31/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH31JUL07.R2,7/31/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH31MAY07.R1,5/31/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
TBH31MAY07.R2,5/31/2007,Trout Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSE03JUL07,7/3/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE05JUL07.R1,7/5/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE05JUL07.R2,7/5/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE07AUG07.R1,8/7/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE07AUG07.R2,8/7/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE08NOV07.R1,11/8/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE08NOV07.R2,11/8/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE09AUG07.R1,8/9/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE09AUG07.R2,8/9/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE10SEP07.R1,9/10/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE10SEP07.R2,9/10/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE11JUL07.R1,7/11/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE11JUL07.R2,7/11/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE11JUN07.R1,6/11/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE11JUN07.R2,6/11/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE13JUL07.R1,7/13/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE13JUL07.R2,7/13/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE16JUL07.R1,7/16/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE16JUL07.R2,7/16/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE16OCT07.R1,10/16/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE16OCT07.R2,10/16/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE17SEP07.R1,9/17/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE17SEP07.R2,9/17/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE19JUL07.R1,7/19/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE19JUL07.R2,7/19/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE19JUN07.R1,6/19/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE19JUN07.R2,6/19/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE21AUG07,8/21/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE22JUN07.R1,6/22/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE22JUN07.R2,6/22/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE22OCT07.R1,10/22/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE22OCT07.R2,10/22/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE23AUG07.R1,8/23/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE23AUG07.R2,8/23/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE24JUL07.R1,7/24/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE24JUL07.R2,7/24/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE25JUN07.R1,6/25/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE25JUN07.R2,6/25/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE27AUG07.R1,8/27/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE27AUG07R2,8/27/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE27JUL07.R1,7/27/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE27JUL07.R2,7/27/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE27JUN07.R1,6/27/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE27JUN07.R2,6/27/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE29JUL07.R1,7/29/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE29JUL07.R2,7/29/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE30OCT07.R1,10/30/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE30OCT07.R2,10/30/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE31JUL07.R1,7/31/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE31JUL07.R2,7/31/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSE31MAY07,5/31/2007,West Sparkling Bog,Epilimnion,ERP016854,Earth Microbiome Project
WSH02OCT07.R1,10/2/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH02OCT07.R2,10/2/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH05JUL07.R1,7/5/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH05JUL07.R2,7/5/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH07AUG07.R1,8/7/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH07AUG07.R2,8/7/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH08NOV07.R1,11/8/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH08NOV07.R2,11/8/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH09AUG07.R1,8/9/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH09AUG07.R2,8/9/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH10SEP07.R1,9/10/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH10SEP07.R2,9/10/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH11JUL07.R1,7/11/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH11JUL07.R2,7/11/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH13JUL07.R1,7/13/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH13JUL07.R2,7/13/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH16JUL07.R1,7/16/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH16JUL07.R2,7/16/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH16OCT07.R1,10/16/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH16OCT07.R2,10/16/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH17SEP07.R1,9/17/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH17SEP07.R2,9/17/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH19JUL07,7/19/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH19JUN07,6/19/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH21AUG07.R1,8/21/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH21AUG07.R2,8/21/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH22JUN07,6/22/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH23AUG07.R1,8/23/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH23AUG07.R2,8/23/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH24JUL07,7/24/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH25SEP07.R1,9/25/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH25SEP07.R2,9/25/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH27AUG07.R1,8/27/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH27AUG07.R2,8/27/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH27JUL07.R1,7/27/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH27JUL07.R2,7/27/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH27JUN07,6/27/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH29JUL07,7/29/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH30OCT07.R1,10/30/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH30OCT07.R2,10/30/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH31JUL07.R1,7/31/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH31JUL07.R2,7/31/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH31MAY07.R1,5/31/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
WSH31MAY07.R2,5/31/2007,West Sparkling Bog,Hypolimnion,ERP016854,Earth Microbiome Project
