OTU,Kingdom,Phylum,Class,Order,Lineage,Clade
Otu2798,Bacteria,GN02,BD1-5,unclassified,unclassified,unclassified
Otu2799,Bacteria,Firmicutes,Clostridia,unclassified,unclassified,unclassified
Otu2800,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu2805,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,unclassified
Otu2806,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,unclassified
Otu2807,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,unclassified,unclassified
Otu2808,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu2809,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,unclassified,unclassified
Otu2810,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
Otu2811,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,unclassified
Otu2812,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unclassified,unclassified
Otu2814,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu2816,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu2819,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,unclassified,unclassified
Otu2820,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu2821,Archaea,Parvarchaeota,Parvarchaea,YLA114,unclassified,unclassified
Otu2823,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu2824,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B
Otu2825,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu2828,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu2829,Bacteria,OP3,koll11,GIF10,unclassified,unclassified
Otu2830,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,CandidatusXiphinematobacter
Otu2832,Bacteria,OP3,koll11,GIF10,unclassified,unclassified
Otu2833,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas
Otu2835,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu2836,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu2837,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu2838,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu2839,Bacteria,Planctomycetes,unclassified,unclassified,unclassified,unclassified
Otu2840,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu2842,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium
Otu2843,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu2844,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu2845,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu2846,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu2847,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu2848,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu2849,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu2850,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu2851,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu2853,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu2854,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,unclassified,unclassified
Otu2855,Bacteria,OP3,koll11,GIF10,kpj58rc,unclassified
Otu2856,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu2858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
Otu2859,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified
Otu2860,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Thermodesulfovibrionaceae,unclassified
Otu2862,Bacteria,OP11,OP11-2,unclassified,unclassified,unclassified
Otu2863,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu2864,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
Otu2865,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu2867,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu2868,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu2869,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,bacIV,bacIV-A
Otu2870,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu2871,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu2872,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix
Otu2873,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unclassified
Otu2874,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu2875,Bacteria,Elusimicrobia,Elusimicrobia,IIb,unclassified,unclassified
Otu2876,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu2877,Bacteria,Verrucomicrobia,Methylacidiphilae,S-BQ2-57,unclassified,unclassified
Otu2878,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu2879,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
Otu2880,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas
Otu2881,Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter
Otu2884,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,unclassified,unclassified
Otu2885,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu2886,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu2887,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu2888,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu2889,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu2890,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum
Otu2891,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,CandidatusRhodoluna
Otu2892,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu2893,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu2894,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,CandidatusSolibacter
Otu2895,Bacteria,Chloroflexi,Anaerolineae,envOPS12,unclassified,unclassified
Otu2896,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu2897,Bacteria,OP11,OP11-3,unclassified,unclassified,unclassified
Otu2898,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu2901,Bacteria,Verrucomicrobia,Verruco-5,unclassified,unclassified,unclassified
Otu2902,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu2903,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu2907,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu2908,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Pimelobacter
Otu2909,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
Otu2910,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,unclassified
Otu2911,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu2912,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,unclassified
Otu2913,Bacteria,Verrucomicrobia,Pedosphaerae,unclassified,unclassified,unclassified
Otu2915,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia
Otu2916,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,unclassified
Otu2917,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu2918,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified
Otu2919,Bacteria,TM6,SJA-4,S1198,unclassified,unclassified
Otu2920,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu2921,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium
Otu2922,Bacteria,Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Otu2923,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Otu2925,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,unclassified
Otu2926,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu2927,Bacteria,GN02,GKS2-174,unclassified,unclassified,unclassified
Otu2928,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu2930,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu2933,Bacteria,Elusimicrobia,unclassified,unclassified,unclassified,unclassified
Otu2934,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unclassified
Otu2935,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
Otu2936,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,unclassified
Otu2937,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu2938,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu2939,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,acIV,acIV-C
Otu2941,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu2942,Bacteria,NKB19,unclassified,unclassified,unclassified,unclassified
Otu2944,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu2945,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu2946,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,unclassified
Otu2947,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu2951,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,unclassified
Otu2953,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu2954,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,C1_B004
Otu2955,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu2956,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu2957,Bacteria,Armatimonadetes,SJA-176,GAB-B06,unclassified,unclassified
Otu2958,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
Otu2959,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus
Otu2960,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu2961,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu2962,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,unclassified
Otu2964,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
Otu2966,Bacteria,Acidobacteria,Solibacteres,Solibacterales,unclassified,unclassified
Otu2968,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu2970,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu2972,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu2973,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,unclassified
Otu2974,Archaea,Parvarchaeota,Parvarchaea,YLA114,unclassified,unclassified
Otu2976,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu2977,Bacteria,Planctomycetes,vadinHA49,DH61,unclassified,unclassified
Otu2978,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu2979,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu2980,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu2981,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu2982,Bacteria,Gemmatimonadetes,Gemmatimonadetes,unclassified,unclassified,unclassified
Otu2983,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu2984,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu2985,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu2988,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,unclassified
Otu2989,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,unclassified
Otu2991,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu2993,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu2995,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu2996,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu2997,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu2998,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia
Otu3000,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu3001,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu3002,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu3004,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu3006,Bacteria,WPS-2,unclassified,unclassified,unclassified,unclassified
Otu3007,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu3008,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu3009,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu3010,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu3011,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu3012,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu3013,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu3014,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu3015,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu3016,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu3017,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,unclassified
Otu3018,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu3019,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,unclassified,unclassified
Otu3020,Archaea,Euryarchaeota,Thermoplasmata,E2,DHVEG-1,unclassified
Otu3022,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Otu3024,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu3025,Bacteria,Actinobacteria,Actinobacteria,WCHB1-81,At425_EubF1,unclassified
Otu3027,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu3028,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,unclassified
Otu3029,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu3030,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
Otu3031,Bacteria,OP3,koll11,GIF10,kpj58rc,unclassified
Otu3032,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu3033,Bacteria,Chlorobi,OPB56,unclassified,unclassified,unclassified
Otu3035,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu3036,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter
Otu3037,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu3038,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu3039,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
Otu3040,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu3042,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana
Otu3045,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu3046,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas
Otu3049,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu3050,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
Otu3051,Bacteria,Chloroflexi,Anaerolineae,SHA-20,unclassified,unclassified
Otu3053,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu3054,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu3055,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu3056,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu3057,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,unclassified
Otu3058,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
Otu3060,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu3061,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,unclassified
Otu3062,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu3063,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu3064,Bacteria,GN02,GKS2-174,unclassified,unclassified,unclassified
Otu3066,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu3067,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia
Otu3068,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu3070,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas
Otu3071,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
Otu3072,Bacteria,TM6,SJA-4,S1198,unclassified,unclassified
Otu3073,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified
Otu3074,Bacteria,Acidobacteria,Solibacteres,Solibacterales,unclassified,unclassified
Otu3075,Bacteria,Spirochaetes,Brevinematae,Brevinematales,unclassified,unclassified
Otu3076,Bacteria,OP3,koll11,GIF10,unclassified,unclassified
Otu3077,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Otu3078,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu3081,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu3082,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia
Otu3083,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,unclassified
Otu3084,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,alfVIII,unclassified
Otu3085,Bacteria,Acidobacteria,Solibacteres,Solibacterales,unclassified,unclassified
Otu3086,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu3087,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu3088,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu3089,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu3090,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma
Otu3091,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu3092,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu3093,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu3095,Bacteria,OP11,OP11-2,unclassified,unclassified,unclassified
Otu3098,Bacteria,Proteobacteria,TA18,CV90,unclassified,unclassified
Otu3099,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
Otu3100,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu3101,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu3103,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu3105,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified
Otu3106,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu3107,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Otu3108,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu3109,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,unclassified,unclassified
Otu3110,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
Otu3111,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu3112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu3113,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
