OTU,Day,Month,Year,value
Otu0141,13,7,2005,4
Otu0149,13,7,2005,3
Otu0164,13,7,2005,3
Otu0167,13,7,2005,7
Otu0173,13,7,2005,2
Otu0177,13,7,2005,2
Otu0180,13,7,2005,12
Otu0182,13,7,2005,2
Otu0184,13,7,2005,5
Otu0188,13,7,2005,15
Otu0189,13,7,2005,10
Otu0190,13,7,2005,8
Otu0194,13,7,2005,2
Otu0199,13,7,2005,3
Otu0203,13,7,2005,18
Otu0205,13,7,2005,38
Otu0206,13,7,2005,2
Otu0211,13,7,2005,9
Otu0212,13,7,2005,5
Otu0218,13,7,2005,4
Otu0221,13,7,2005,2
Otu0229,13,7,2005,6
Otu0237,13,7,2005,3
Otu0240,13,7,2005,3
Otu0249,13,7,2005,2
Otu0250,13,7,2005,6
Otu0252,13,7,2005,118
Otu0257,13,7,2005,19
Otu0277,13,7,2005,3
Otu0280,13,7,2005,3
Otu0283,13,7,2005,8
Otu0297,13,7,2005,2
Otu0300,13,7,2005,8
Otu0320,13,7,2005,4
Otu0330,13,7,2005,3
Otu0332,13,7,2005,7
Otu0334,13,7,2005,3
Otu0360,13,7,2005,3
Otu0364,13,7,2005,24
Otu0369,13,7,2005,16
Otu0373,13,7,2005,2
Otu0388,13,7,2005,2
Otu0390,13,7,2005,3
Otu0393,13,7,2005,7
Otu0394,13,7,2005,4
Otu0398,13,7,2005,5
Otu0400,13,7,2005,3
Otu0404,13,7,2005,6
Otu0426,13,7,2005,12
Otu0451,13,7,2005,7
Otu0453,13,7,2005,3
Otu0455,13,7,2005,2
Otu0456,13,7,2005,4
Otu0462,13,7,2005,7
Otu0464,13,7,2005,4
Otu0465,13,7,2005,2
Otu0470,13,7,2005,30
Otu0480,13,7,2005,6
Otu0488,13,7,2005,5
Otu0490,13,7,2005,3
Otu0492,13,7,2005,3
Otu0502,13,7,2005,2
Otu0516,13,7,2005,2
Otu0522,13,7,2005,6
Otu0524,13,7,2005,2
Otu0526,13,7,2005,5
Otu0541,13,7,2005,3
Otu0542,13,7,2005,2
Otu0548,13,7,2005,2
Otu0558,13,7,2005,2
Otu0567,13,7,2005,3
Otu0568,13,7,2005,53
Otu0573,13,7,2005,3
Otu0575,13,7,2005,2
Otu0582,13,7,2005,9
Otu0584,13,7,2005,3
Otu0595,13,7,2005,3
Otu0649,13,7,2005,8
Otu0651,13,7,2005,3
Otu0678,13,7,2005,2
Otu0689,13,7,2005,4
Otu0708,13,7,2005,2
Otu0715,13,7,2005,7
Otu0718,13,7,2005,4
Otu0738,13,7,2005,5
Otu0739,13,7,2005,4
Otu0744,13,7,2005,7
Otu0745,13,7,2005,3
Otu0748,13,7,2005,2
Otu0757,13,7,2005,8
Otu0768,13,7,2005,7
Otu0769,13,7,2005,11
Otu0783,13,7,2005,2
Otu0798,13,7,2005,2
Otu0803,13,7,2005,12
Otu0805,13,7,2005,143
Otu0813,13,7,2005,4
Otu0817,13,7,2005,4
Otu0843,13,7,2005,2
Otu0857,13,7,2005,7
Otu0860,13,7,2005,4
Otu0868,13,7,2005,4
Otu0883,13,7,2005,12
Otu0911,13,7,2005,2
Otu0923,13,7,2005,18
Otu0927,13,7,2005,5
Otu0940,13,7,2005,4
Otu0953,13,7,2005,3
Otu0969,13,7,2005,2
Otu1013,13,7,2005,11
Otu1015,13,7,2005,2
Otu1022,13,7,2005,3
Otu1024,13,7,2005,3
Otu1115,13,7,2005,6
Otu1135,13,7,2005,2
Otu1138,13,7,2005,2
Otu1153,13,7,2005,5
Otu1176,13,7,2005,2
Otu1177,13,7,2005,4
Otu1182,13,7,2005,2
Otu1194,13,7,2005,2
Otu1199,13,7,2005,2
Otu1207,13,7,2005,2
Otu1208,13,7,2005,2
Otu1209,13,7,2005,4
Otu1213,13,7,2005,3
Otu1237,13,7,2005,29
Otu1266,13,7,2005,2
Otu1269,13,7,2005,2
Otu1281,13,7,2005,10
Otu1292,13,7,2005,3
Otu1294,13,7,2005,2
Otu1308,13,7,2005,3
Otu1320,13,7,2005,2
Otu1329,13,7,2005,2
Otu1343,13,7,2005,2
Otu1355,13,7,2005,4
Otu1367,13,7,2005,10
Otu1407,13,7,2005,4
Otu1420,13,7,2005,56
Otu1428,13,7,2005,6
Otu1444,13,7,2005,3
Otu1447,13,7,2005,5
Otu1455,13,7,2005,3
Otu1470,13,7,2005,3
Otu1479,13,7,2005,2
Otu1496,13,7,2005,2
Otu1503,13,7,2005,5
Otu1554,13,7,2005,5
Otu1557,13,7,2005,2
Otu1591,13,7,2005,2
Otu1645,13,7,2005,2
Otu1673,13,7,2005,4
Otu1708,13,7,2005,4
Otu1724,13,7,2005,23
Otu1769,13,7,2005,2
Otu1839,13,7,2005,5
Otu1863,13,7,2005,8
Otu1866,13,7,2005,4
Otu1873,13,7,2005,13
Otu1897,13,7,2005,2
Otu2081,13,7,2005,2
Otu2102,13,7,2005,11
Otu2173,13,7,2005,2
Otu2193,13,7,2005,4
Otu2246,13,7,2005,5
Otu2264,13,7,2005,2
Otu2443,13,7,2005,2
Otu2452,13,7,2005,3
Otu2573,13,7,2005,3
Otu2610,13,7,2005,2
Otu2666,13,7,2005,2
Otu2699,13,7,2005,3
Otu2704,13,7,2005,7
Otu2727,13,7,2005,3
Otu2768,13,7,2005,2
Otu2773,13,7,2005,3
Otu2781,13,7,2005,2
Otu2790,13,7,2005,28
Otu2949,13,7,2005,13
Otu2959,13,7,2005,15
Otu3029,13,7,2005,10
Otu3097,13,7,2005,5
Otu3132,13,7,2005,2
Otu3151,13,7,2005,2
Otu3153,13,7,2005,4
Otu3190,13,7,2005,2
Otu3244,13,7,2005,3
Otu3276,13,7,2005,5
Otu3367,13,7,2005,2
Otu3421,13,7,2005,2
Otu3494,13,7,2005,7
Otu3574,13,7,2005,6
Otu3592,13,7,2005,2
Otu3640,13,7,2005,3
Otu3676,13,7,2005,2
Otu3689,13,7,2005,2
Otu3698,13,7,2005,2
Otu3735,13,7,2005,2
Otu3810,13,7,2005,2
Otu3822,13,7,2005,5
Otu3876,13,7,2005,2
Otu3880,13,7,2005,2
Otu3908,13,7,2005,5
Otu3934,13,7,2005,2
Otu3959,13,7,2005,2
Otu3992,13,7,2005,4
Otu4003,13,7,2005,13
Otu4174,13,7,2005,7
Otu4197,13,7,2005,2
Otu4234,13,7,2005,4
Otu4257,13,7,2005,5
Otu4428,13,7,2005,2
Otu4461,13,7,2005,2
Otu4506,13,7,2005,2
Otu4536,13,7,2005,2
Otu4635,13,7,2005,3
Otu4677,13,7,2005,2
Otu4789,13,7,2005,3
Otu4821,13,7,2005,2
Otu4878,13,7,2005,2
Otu4986,13,7,2005,2
Otu4990,13,7,2005,3
Otu5031,13,7,2005,2
Otu5052,13,7,2005,2
Otu5053,13,7,2005,2
Otu5097,13,7,2005,3
Otu5191,13,7,2005,2
Otu5303,13,7,2005,4
Otu5313,13,7,2005,2
Otu5349,13,7,2005,2
Otu5385,13,7,2005,4
Otu5568,13,7,2005,2
Otu5845,13,7,2005,2
Otu5892,13,7,2005,2
Otu5898,13,7,2005,2
Otu5899,13,7,2005,2
Otu5938,13,7,2005,4
Otu5969,13,7,2005,2
Otu6011,13,7,2005,2
Otu6022,13,7,2005,2
Otu6124,13,7,2005,3
Otu6176,13,7,2005,2
Otu6220,13,7,2005,3
Otu0001,13,6,2008,14
Otu0002,13,6,2008,95
Otu0004,13,6,2008,4
Otu0005,13,6,2008,4
Otu0007,13,6,2008,5
Otu0008,13,6,2008,6
Otu0009,13,6,2008,2
Otu0011,13,6,2008,3
Otu0016,13,6,2008,77
Otu0017,13,6,2008,18
Otu0018,13,6,2008,10
Otu0019,13,6,2008,13
Otu0020,13,6,2008,2
Otu0021,13,6,2008,37
Otu0033,13,6,2008,5
Otu0034,13,6,2008,7
Otu0037,13,6,2008,4
Otu0038,13,6,2008,13
Otu0040,13,6,2008,9
Otu0042,13,6,2008,42
Otu0045,13,6,2008,48
Otu0047,13,6,2008,2
Otu0050,13,6,2008,5
Otu0051,13,6,2008,2
Otu0053,13,6,2008,2
Otu0054,13,6,2008,4
Otu0055,13,6,2008,2
Otu0059,13,6,2008,10
Otu0060,13,6,2008,4
Otu0062,13,6,2008,6
Otu0064,13,6,2008,3
Otu0066,13,6,2008,4
Otu0076,13,6,2008,7
Otu0078,13,6,2008,2
Otu0079,13,6,2008,2
Otu0081,13,6,2008,10
Otu0083,13,6,2008,13
Otu0086,13,6,2008,3
Otu0090,13,6,2008,5
Otu0093,13,6,2008,2
Otu0097,13,6,2008,301
Otu0099,13,6,2008,2
Otu0101,13,6,2008,3
Otu0103,13,6,2008,4
Otu0117,13,6,2008,2
Otu0121,13,6,2008,5
Otu0127,13,6,2008,8
Otu0131,13,6,2008,13
Otu0133,13,6,2008,3
Otu0149,13,6,2008,14
Otu0159,13,6,2008,3
Otu0167,13,6,2008,8
Otu0177,13,6,2008,5
Otu0180,13,6,2008,10
Otu0181,13,6,2008,2
Otu0182,13,6,2008,2
Otu0190,13,6,2008,7
Otu0194,13,6,2008,3
Otu0203,13,6,2008,8
Otu0205,13,6,2008,36
Otu0210,13,6,2008,2
Otu0211,13,6,2008,14
Otu0212,13,6,2008,6
Otu0221,13,6,2008,3
Otu0229,13,6,2008,2
Otu0230,13,6,2008,2
Otu0231,13,6,2008,12
Otu0233,13,6,2008,2
Otu0247,13,6,2008,4
Otu0248,13,6,2008,2
Otu0252,13,6,2008,8
Otu0257,13,6,2008,36
Otu0283,13,6,2008,5
Otu0307,13,6,2008,5
Otu0308,13,6,2008,3
Otu0330,13,6,2008,6
Otu0332,13,6,2008,5
Otu0357,13,6,2008,3
Otu0364,13,6,2008,8
Otu0369,13,6,2008,28
Otu0390,13,6,2008,21
Otu0393,13,6,2008,4
Otu0398,13,6,2008,3
Otu0402,13,6,2008,2
Otu0404,13,6,2008,2
Otu0409,13,6,2008,3
Otu0426,13,6,2008,30
Otu0432,13,6,2008,2
Otu0451,13,6,2008,10
Otu0456,13,6,2008,2
Otu0470,13,6,2008,14
Otu0480,13,6,2008,5
Otu0488,13,6,2008,8
Otu0493,13,6,2008,2
Otu0518,13,6,2008,2
Otu0520,13,6,2008,4
Otu0537,13,6,2008,6
Otu0558,13,6,2008,2
Otu0568,13,6,2008,35
Otu0571,13,6,2008,2
Otu0573,13,6,2008,3
Otu0574,13,6,2008,2
Otu0582,13,6,2008,5
Otu0614,13,6,2008,2
Otu0618,13,6,2008,2
Otu0621,13,6,2008,2
Otu0649,13,6,2008,4
Otu0651,13,6,2008,3
Otu0656,13,6,2008,2
Otu0661,13,6,2008,4
Otu0678,13,6,2008,11
Otu0685,13,6,2008,3
Otu0691,13,6,2008,2
Otu0715,13,6,2008,14
Otu0717,13,6,2008,5
Otu0739,13,6,2008,12
Otu0745,13,6,2008,4
Otu0757,13,6,2008,14
Otu0768,13,6,2008,3
Otu0769,13,6,2008,5
Otu0774,13,6,2008,3
Otu0792,13,6,2008,2
Otu0803,13,6,2008,19
Otu0805,13,6,2008,205
Otu0857,13,6,2008,2
Otu0860,13,6,2008,4
Otu0883,13,6,2008,13
Otu0923,13,6,2008,17
Otu0931,13,6,2008,2
Otu0953,13,6,2008,5
Otu0969,13,6,2008,3
Otu1031,13,6,2008,12
Otu1073,13,6,2008,3
Otu1153,13,6,2008,6
Otu1157,13,6,2008,4
Otu1177,13,6,2008,4
Otu1208,13,6,2008,5
Otu1209,13,6,2008,4
Otu1213,13,6,2008,4
Otu1237,13,6,2008,19
Otu1276,13,6,2008,2
Otu1281,13,6,2008,5
Otu1288,13,6,2008,2
Otu1293,13,6,2008,4
Otu1300,13,6,2008,4
Otu1308,13,6,2008,6
Otu1348,13,6,2008,3
Otu1350,13,6,2008,3
Otu1367,13,6,2008,28
Otu1380,13,6,2008,54
Otu1383,13,6,2008,3
Otu1385,13,6,2008,2
Otu1420,13,6,2008,94
Otu1438,13,6,2008,5
Otu1446,13,6,2008,3
Otu1447,13,6,2008,15
Otu1449,13,6,2008,2
Otu1452,13,6,2008,4
Otu1481,13,6,2008,9
Otu1483,13,6,2008,13
Otu1503,13,6,2008,2
Otu1541,13,6,2008,2
Otu1590,13,6,2008,2
Otu1618,13,6,2008,2
Otu1636,13,6,2008,3
Otu1677,13,6,2008,4
Otu1776,13,6,2008,9
Otu1783,13,6,2008,2
Otu1863,13,6,2008,8
Otu1873,13,6,2008,18
Otu1897,13,6,2008,2
Otu2081,13,6,2008,5
Otu2102,13,6,2008,4
Otu2173,13,6,2008,2
Otu2188,13,6,2008,3
Otu2264,13,6,2008,3
Otu2305,13,6,2008,2
Otu2378,13,6,2008,2
Otu2452,13,6,2008,3
Otu2542,13,6,2008,2
Otu2575,13,6,2008,2
Otu2580,13,6,2008,2
Otu2632,13,6,2008,3
Otu2666,13,6,2008,2
Otu2717,13,6,2008,3
Otu2727,13,6,2008,4
Otu2781,13,6,2008,2
Otu2790,13,6,2008,50
Otu2860,13,6,2008,3
Otu2949,13,6,2008,2
Otu2959,13,6,2008,2
Otu3029,13,6,2008,35
Otu3097,13,6,2008,5
Otu3153,13,6,2008,2
Otu3209,13,6,2008,2
Otu3277,13,6,2008,2
Otu3371,13,6,2008,2
Otu3376,13,6,2008,4
Otu3379,13,6,2008,2
Otu3494,13,6,2008,4
Otu3520,13,6,2008,3
Otu3621,13,6,2008,2
Otu3758,13,6,2008,8
Otu3766,13,6,2008,2
Otu3822,13,6,2008,3
Otu3880,13,6,2008,2
Otu3894,13,6,2008,3
Otu3959,13,6,2008,3
Otu4003,13,6,2008,4
Otu4147,13,6,2008,2
Otu4174,13,6,2008,7
Otu4179,13,6,2008,2
Otu4257,13,6,2008,2
Otu4426,13,6,2008,4
Otu4443,13,6,2008,2
Otu4461,13,6,2008,3
Otu4563,13,6,2008,3
Otu4635,13,6,2008,16
Otu4677,13,6,2008,3
Otu4777,13,6,2008,2
Otu4789,13,6,2008,2
Otu4878,13,6,2008,2
Otu4919,13,6,2008,2
Otu4961,13,6,2008,2
Otu4990,13,6,2008,6
Otu5103,13,6,2008,5
Otu5145,13,6,2008,2
Otu5199,13,6,2008,4
Otu5303,13,6,2008,3
Otu5389,13,6,2008,2
Otu5399,13,6,2008,2
Otu5472,13,6,2008,2
Otu5739,13,6,2008,2
Otu5822,13,6,2008,2
Otu5892,13,6,2008,3
Otu5898,13,6,2008,2
Otu5969,13,6,2008,4
Otu6027,13,6,2008,2
Otu6041,13,6,2008,4
Otu6049,13,6,2008,3
Otu6177,13,6,2008,2
Otu6186,13,6,2008,2
Otu6284,13,6,2008,3
Otu0001,13,9,2005,5
Otu0002,13,9,2005,12
Otu0003,13,9,2005,4
Otu0005,13,9,2005,2
Otu0006,13,9,2005,7
Otu0008,13,9,2005,7
Otu0009,13,9,2005,10
Otu0016,13,9,2005,19
Otu0017,13,9,2005,10
Otu0018,13,9,2005,11
Otu0020,13,9,2005,6
Otu0021,13,9,2005,33
Otu0025,13,9,2005,2
Otu0033,13,9,2005,2
Otu0034,13,9,2005,4
Otu0036,13,9,2005,2
Otu0040,13,9,2005,14
Otu0042,13,9,2005,52
Otu0045,13,9,2005,25
Otu0047,13,9,2005,4
Otu0051,13,9,2005,15
Otu0053,13,9,2005,7
Otu0058,13,9,2005,2
Otu0059,13,9,2005,16
Otu0060,13,9,2005,8
Otu0062,13,9,2005,3
Otu0063,13,9,2005,3
Otu0064,13,9,2005,6
Otu0066,13,9,2005,6
Otu0068,13,9,2005,2
Otu0072,13,9,2005,2
Otu0076,13,9,2005,7
Otu0077,13,9,2005,2
Otu0078,13,9,2005,3
Otu0081,13,9,2005,25
Otu0090,13,9,2005,11
Otu0091,13,9,2005,2
Otu0097,13,9,2005,301
Otu0103,13,9,2005,3
Otu0110,13,9,2005,2
Otu0121,13,9,2005,4
Otu0124,13,9,2005,2
Otu0127,13,9,2005,4
Otu0131,13,9,2005,7
Otu0133,13,9,2005,6
Otu0141,13,9,2005,3
Otu0146,13,9,2005,2
Otu0159,13,9,2005,2
Otu0164,13,9,2005,4
Otu0167,13,9,2005,8
Otu0172,13,9,2005,6
Otu0180,13,9,2005,8
Otu0184,13,9,2005,2
Otu0189,13,9,2005,3
Otu0190,13,9,2005,5
Otu0194,13,9,2005,2
Otu0199,13,9,2005,4
Otu0203,13,9,2005,9
Otu0205,13,9,2005,33
Otu0206,13,9,2005,3
Otu0211,13,9,2005,9
Otu0212,13,9,2005,2
Otu0215,13,9,2005,7
Otu0221,13,9,2005,2
Otu0222,13,9,2005,2
Otu0227,13,9,2005,2
Otu0233,13,9,2005,2
Otu0237,13,9,2005,11
Otu0247,13,9,2005,2
Otu0250,13,9,2005,2
Otu0252,13,9,2005,106
Otu0257,13,9,2005,10
Otu0277,13,9,2005,3
Otu0283,13,9,2005,10
Otu0300,13,9,2005,5
Otu0301,13,9,2005,2
Otu0311,13,9,2005,3
Otu0330,13,9,2005,3
Otu0332,13,9,2005,10
Otu0337,13,9,2005,3
Otu0364,13,9,2005,29
Otu0369,13,9,2005,34
Otu0373,13,9,2005,4
Otu0379,13,9,2005,3
Otu0385,13,9,2005,6
Otu0390,13,9,2005,4
Otu0394,13,9,2005,4
Otu0398,13,9,2005,6
Otu0400,13,9,2005,2
Otu0404,13,9,2005,9
Otu0420,13,9,2005,2
Otu0421,13,9,2005,2
Otu0426,13,9,2005,14
Otu0435,13,9,2005,3
Otu0440,13,9,2005,4
Otu0451,13,9,2005,12
Otu0452,13,9,2005,3
Otu0453,13,9,2005,2
Otu0464,13,9,2005,4
Otu0470,13,9,2005,40
Otu0480,13,9,2005,8
Otu0481,13,9,2005,2
Otu0488,13,9,2005,23
Otu0492,13,9,2005,2
Otu0497,13,9,2005,2
Otu0522,13,9,2005,14
Otu0537,13,9,2005,3
Otu0541,13,9,2005,2
Otu0567,13,9,2005,3
Otu0568,13,9,2005,41
Otu0573,13,9,2005,10
Otu0582,13,9,2005,13
Otu0584,13,9,2005,4
Otu0586,13,9,2005,2
Otu0649,13,9,2005,9
Otu0661,13,9,2005,2
Otu0687,13,9,2005,2
Otu0689,13,9,2005,2
Otu0711,13,9,2005,4
Otu0715,13,9,2005,19
Otu0717,13,9,2005,13
Otu0738,13,9,2005,4
Otu0744,13,9,2005,2
Otu0745,13,9,2005,8
Otu0747,13,9,2005,2
Otu0756,13,9,2005,2
Otu0757,13,9,2005,23
Otu0768,13,9,2005,2
Otu0769,13,9,2005,7
Otu0774,13,9,2005,4
Otu0788,13,9,2005,2
Otu0792,13,9,2005,3
Otu0803,13,9,2005,3
Otu0805,13,9,2005,117
Otu0837,13,9,2005,3
Otu0845,13,9,2005,2
Otu0857,13,9,2005,5
Otu0883,13,9,2005,9
Otu0885,13,9,2005,2
Otu0911,13,9,2005,2
Otu0919,13,9,2005,2
Otu0923,13,9,2005,4
Otu0924,13,9,2005,3
Otu0927,13,9,2005,2
Otu0940,13,9,2005,5
Otu0953,13,9,2005,3
Otu0962,13,9,2005,5
Otu0977,13,9,2005,2
Otu0978,13,9,2005,3
Otu1013,13,9,2005,10
Otu1024,13,9,2005,2
Otu1042,13,9,2005,4
Otu1054,13,9,2005,5
Otu1057,13,9,2005,2
Otu1090,13,9,2005,2
Otu1115,13,9,2005,3
Otu1131,13,9,2005,5
Otu1138,13,9,2005,5
Otu1146,13,9,2005,2
Otu1153,13,9,2005,8
Otu1159,13,9,2005,2
Otu1176,13,9,2005,2
Otu1177,13,9,2005,5
Otu1179,13,9,2005,2
Otu1182,13,9,2005,2
Otu1200,13,9,2005,5
Otu1209,13,9,2005,15
Otu1213,13,9,2005,4
Otu1226,13,9,2005,2
Otu1237,13,9,2005,7
Otu1281,13,9,2005,14
Otu1292,13,9,2005,3
Otu1308,13,9,2005,2
Otu1314,13,9,2005,2
Otu1329,13,9,2005,2
Otu1343,13,9,2005,3
Otu1350,13,9,2005,3
Otu1355,13,9,2005,2
Otu1367,13,9,2005,12
Otu1380,13,9,2005,3
Otu1385,13,9,2005,5
Otu1420,13,9,2005,46
Otu1428,13,9,2005,4
Otu1444,13,9,2005,3
Otu1447,13,9,2005,12
Otu1479,13,9,2005,3
Otu1483,13,9,2005,5
Otu1496,13,9,2005,2
Otu1503,13,9,2005,5
Otu1557,13,9,2005,2
Otu1619,13,9,2005,2
Otu1620,13,9,2005,4
Otu1707,13,9,2005,2
Otu1708,13,9,2005,5
Otu1739,13,9,2005,2
Otu1769,13,9,2005,2
Otu1776,13,9,2005,3
Otu1778,13,9,2005,2
Otu1848,13,9,2005,4
Otu1863,13,9,2005,21
Otu1866,13,9,2005,3
Otu1873,13,9,2005,16
Otu1897,13,9,2005,12
Otu1949,13,9,2005,2
Otu1995,13,9,2005,2
Otu2081,13,9,2005,3
Otu2102,13,9,2005,6
Otu2188,13,9,2005,2
Otu2193,13,9,2005,3
Otu2246,13,9,2005,5
Otu2291,13,9,2005,3
Otu2305,13,9,2005,4
Otu2452,13,9,2005,9
Otu2465,13,9,2005,3
Otu2564,13,9,2005,3
Otu2666,13,9,2005,6
Otu2704,13,9,2005,2
Otu2727,13,9,2005,6
Otu2756,13,9,2005,2
Otu2768,13,9,2005,2
Otu2773,13,9,2005,6
Otu2779,13,9,2005,2
Otu2781,13,9,2005,5
Otu2790,13,9,2005,80
Otu2860,13,9,2005,2
Otu2949,13,9,2005,12
Otu2959,13,9,2005,2
Otu3005,13,9,2005,4
Otu3029,13,9,2005,10
Otu3036,13,9,2005,2
Otu3078,13,9,2005,4
Otu3079,13,9,2005,3
Otu3168,13,9,2005,2
Otu3190,13,9,2005,2
Otu3212,13,9,2005,2
Otu3244,13,9,2005,2
Otu3255,13,9,2005,3
Otu3270,13,9,2005,2
Otu3367,13,9,2005,3
Otu3373,13,9,2005,3
Otu3494,13,9,2005,16
Otu3510,13,9,2005,2
Otu3574,13,9,2005,4
Otu3621,13,9,2005,2
Otu3631,13,9,2005,2
Otu3635,13,9,2005,2
Otu3689,13,9,2005,10
Otu3698,13,9,2005,2
Otu3810,13,9,2005,2
Otu3868,13,9,2005,2
Otu3908,13,9,2005,5
Otu3959,13,9,2005,4
Otu3992,13,9,2005,5
Otu4003,13,9,2005,2
Otu4050,13,9,2005,2
Otu4125,13,9,2005,4
Otu4154,13,9,2005,5
Otu4174,13,9,2005,10
Otu4257,13,9,2005,4
Otu4484,13,9,2005,2
Otu4551,13,9,2005,2
Otu4579,13,9,2005,2
Otu4629,13,9,2005,2
Otu4635,13,9,2005,7
Otu4661,13,9,2005,2
Otu4677,13,9,2005,3
Otu4724,13,9,2005,2
Otu4789,13,9,2005,3
Otu4821,13,9,2005,2
Otu4877,13,9,2005,7
Otu4961,13,9,2005,2
Otu4970,13,9,2005,4
Otu4986,13,9,2005,3
Otu4990,13,9,2005,10
Otu4993,13,9,2005,6
Otu5053,13,9,2005,2
Otu5066,13,9,2005,2
Otu5097,13,9,2005,2
Otu5103,13,9,2005,2
Otu5108,13,9,2005,2
Otu5202,13,9,2005,2
Otu5214,13,9,2005,3
Otu5216,13,9,2005,2
Otu5367,13,9,2005,2
Otu5385,13,9,2005,3
Otu5633,13,9,2005,2
Otu5756,13,9,2005,2
Otu5826,13,9,2005,3
Otu5839,13,9,2005,2
Otu5851,13,9,2005,2
Otu5938,13,9,2005,6
Otu6106,13,9,2005,3
Otu6124,13,9,2005,3
Otu6220,13,9,2005,2
Otu0001,15,8,2008,10
Otu0002,15,8,2008,24
Otu0004,15,8,2008,8
Otu0006,15,8,2008,7
Otu0007,15,8,2008,6
Otu0008,15,8,2008,13
Otu0009,15,8,2008,8
Otu0011,15,8,2008,2
Otu0016,15,8,2008,115
Otu0017,15,8,2008,16
Otu0018,15,8,2008,4
Otu0019,15,8,2008,5
Otu0021,15,8,2008,36
Otu0028,15,8,2008,2
Otu0033,15,8,2008,4
Otu0034,15,8,2008,2
Otu0036,15,8,2008,3
Otu0038,15,8,2008,17
Otu0040,15,8,2008,17
Otu0041,15,8,2008,4
Otu0042,15,8,2008,27
Otu0045,15,8,2008,44
Otu0047,15,8,2008,30
Otu0051,15,8,2008,13
Otu0059,15,8,2008,12
Otu0060,15,8,2008,11
Otu0062,15,8,2008,4
Otu0063,15,8,2008,7
Otu0065,15,8,2008,4
Otu0066,15,8,2008,5
Otu0076,15,8,2008,2
Otu0078,15,8,2008,2
Otu0081,15,8,2008,9
Otu0082,15,8,2008,2
Otu0083,15,8,2008,6
Otu0090,15,8,2008,7
Otu0095,15,8,2008,2
Otu0097,15,8,2008,309
Otu0099,15,8,2008,2
Otu0100,15,8,2008,2
Otu0103,15,8,2008,3
Otu0117,15,8,2008,4
Otu0121,15,8,2008,6
Otu0127,15,8,2008,6
Otu0131,15,8,2008,9
Otu0136,15,8,2008,2
Otu0149,15,8,2008,17
Otu0167,15,8,2008,15
Otu0180,15,8,2008,9
Otu0188,15,8,2008,2
Otu0190,15,8,2008,9
Otu0194,15,8,2008,3
Otu0203,15,8,2008,8
Otu0205,15,8,2008,20
Otu0206,15,8,2008,4
Otu0210,15,8,2008,2
Otu0211,15,8,2008,11
Otu0212,15,8,2008,4
Otu0221,15,8,2008,10
Otu0222,15,8,2008,2
Otu0227,15,8,2008,2
Otu0229,15,8,2008,2
Otu0231,15,8,2008,12
Otu0233,15,8,2008,3
Otu0247,15,8,2008,8
Otu0252,15,8,2008,5
Otu0257,15,8,2008,31
Otu0277,15,8,2008,3
Otu0283,15,8,2008,4
Otu0300,15,8,2008,2
Otu0307,15,8,2008,4
Otu0308,15,8,2008,2
Otu0316,15,8,2008,2
Otu0330,15,8,2008,5
Otu0332,15,8,2008,2
Otu0364,15,8,2008,4
Otu0369,15,8,2008,28
Otu0378,15,8,2008,2
Otu0385,15,8,2008,2
Otu0390,15,8,2008,20
Otu0398,15,8,2008,8
Otu0409,15,8,2008,3
Otu0422,15,8,2008,2
Otu0426,15,8,2008,19
Otu0451,15,8,2008,4
Otu0453,15,8,2008,2
Otu0465,15,8,2008,2
Otu0470,15,8,2008,5
Otu0480,15,8,2008,12
Otu0488,15,8,2008,12
Otu0497,15,8,2008,2
Otu0516,15,8,2008,4
Otu0520,15,8,2008,4
Otu0536,15,8,2008,2
Otu0537,15,8,2008,15
Otu0558,15,8,2008,8
Otu0565,15,8,2008,2
Otu0566,15,8,2008,2
Otu0568,15,8,2008,18
Otu0573,15,8,2008,8
Otu0582,15,8,2008,3
Otu0591,15,8,2008,2
Otu0651,15,8,2008,3
Otu0678,15,8,2008,5
Otu0689,15,8,2008,3
Otu0691,15,8,2008,2
Otu0715,15,8,2008,16
Otu0717,15,8,2008,8
Otu0718,15,8,2008,3
Otu0725,15,8,2008,3
Otu0738,15,8,2008,5
Otu0739,15,8,2008,3
Otu0745,15,8,2008,3
Otu0757,15,8,2008,20
Otu0768,15,8,2008,3
Otu0769,15,8,2008,17
Otu0792,15,8,2008,2
Otu0803,15,8,2008,5
Otu0805,15,8,2008,345
Otu0817,15,8,2008,2
Otu0843,15,8,2008,3
Otu0857,15,8,2008,4
Otu0860,15,8,2008,2
Otu0883,15,8,2008,4
Otu0910,15,8,2008,2
Otu0919,15,8,2008,3
Otu0923,15,8,2008,6
Otu0928,15,8,2008,2
Otu0953,15,8,2008,2
Otu0975,15,8,2008,3
Otu0977,15,8,2008,3
Otu1013,15,8,2008,6
Otu1031,15,8,2008,8
Otu1090,15,8,2008,2
Otu1099,15,8,2008,2
Otu1138,15,8,2008,2
Otu1153,15,8,2008,4
Otu1155,15,8,2008,3
Otu1157,15,8,2008,4
Otu1176,15,8,2008,2
Otu1193,15,8,2008,2
Otu1200,15,8,2008,5
Otu1208,15,8,2008,2
Otu1209,15,8,2008,4
Otu1237,15,8,2008,17
Otu1248,15,8,2008,4
Otu1281,15,8,2008,5
Otu1308,15,8,2008,10
Otu1350,15,8,2008,2
Otu1367,15,8,2008,26
Otu1380,15,8,2008,9
